Customer ID;Edad;Genero;Descripcion;Categoria;Fecha Compra;Unidades;PVP;Localizacion;Tamaño;Color;Temporada;Forma Envio;Metodo Pago;Frecuencia Compra
1057;20;Male;Sweater;Clothing;13/10/2029;42;64;Idaho;L;Black;Winter;2-Day Shipping;Venmo;Fortnightly
1058;65;Male;Jacket;Outerwear;15/10/2029;20;23;Wisconsin;S;Maroon;Spring;2-Day Shipping;Credit Card;Weekly
1059;29;Male;Scarf;Accessories;17/10/2029;49;33;New Mexico;L;Violet;Summer;Next Day Air;Bank Transfer;Every 3 Months
1060;22;Male;Jacket;Outerwear;19/10/2029;25;34;North Carolina;M;Beige;Winter;Standard;Debit Card;Monthly
1061;27;Male;Sweater;Clothing;21/10/2029;21;35;Iowa;S;Gray;Summer;Next Day Air;Debit Card;Every 3 Months
1062;36;Male;Coat;Outerwear;23/10/2029;12;62;Idaho;M;Gray;Summer;Free Shipping;Venmo;Every 3 Months
1063;59;Male;Boots;Footwear;25/10/2029;21;75;Ohio;M;Brown;Fall;Next Day Air;Debit Card;Every 3 Months
1064;62;Male;Hoodie;Clothing;27/10/2029;35;29;Alabama;S;Indigo;Summer;Free Shipping;Cash;Monthly
1065;34;Male;Hat;Accessories;29/10/2029;42;28;Wyoming;M;Violet;Spring;Express;Credit Card;Every 3 Months
1066;59;Male;T-shirt;Clothing;31/10/2029;3;20;Alabama;XL;Blue;Spring;Store Pickup;PayPal;Every 3 Months
1067;49;Male;Coat;Outerwear;02/11/2029;11;96;Mississippi;M;Red;Winter;Store Pickup;PayPal;Bi-Weekly
1068;18;Male;Dress;Clothing;04/11/2029;22;43;Pennsylvania;S;Peach;Summer;2-Day Shipping;PayPal;Quarterly
1069;55;Male;Shirt;Clothing;06/11/2029;47;94;Wyoming;M;Olive;Fall;Standard;Credit Card;Weekly
1070;38;Male;Skirt;Clothing;08/11/2029;33;81;Maryland;XL;White;Fall;Next Day Air;Venmo;Every 3 Months
1071;50;Male;Jewelry;Accessories;10/11/2029;50;75;North Carolina;M;Magenta;Summer;Free Shipping;Debit Card;Weekly
1072;61;Male;Hat;Accessories;12/11/2029;46;81;Pennsylvania;M;Beige;Summer;Express;Credit Card;Monthly
1073;48;Male;Shorts;Clothing;14/11/2029;34;92;Idaho;L;Gold;Fall;Express;Debit Card;Fortnightly
1074;22;Male;Scarf;Accessories;16/11/2029;33;96;California;XL;Purple;Spring;Store Pickup;Credit Card;Monthly
1075;48;Male;Jewelry;Accessories;18/11/2029;45;71;Tennessee;S;White;Fall;Standard;Bank Transfer;Fortnightly
1076;57;Male;Sunglasses;Accessories;20/11/2029;32;50;Missouri;L;Indigo;Summer;Next Day Air;Debit Card;Bi-Weekly
1077;33;Male;Coat;Outerwear;22/11/2029;47;72;North Dakota;L;Charcoal;Spring;Standard;Venmo;Bi-Weekly
1078;58;Male;Jacket;Outerwear;24/11/2029;5;28;West Virginia;M;Pink;Winter;Standard;PayPal;Quarterly
1079;37;Male;Sweater;Clothing;26/11/2029;49;59;Arizona;M;Silver;Fall;Express;Credit Card;Fortnightly
1080;18;Male;Coat;Outerwear;28/11/2029;48;33;Oklahoma;S;Blue;Summer;Free Shipping;Bank Transfer;Monthly
1081;65;Male;Scarf;Accessories;30/11/2029;22;59;Pennsylvania;L;Blue;Fall;Express;Cash;Every 3 Months
1082;62;Male;Belt;Accessories;02/12/2029;45;30;Idaho;XL;Brown;Spring;Standard;Credit Card;Annually
1083;54;Male;Hat;Accessories;04/12/2029;30;85;South Carolina;XL;Cyan;Winter;Next Day Air;Venmo;Quarterly
1084;35;Male;Backpack;Accessories;06/12/2029;43;97;Washington;L;Teal;Summer;Store Pickup;Cash;Weekly
1085;34;Male;T-shirt;Clothing;08/12/2029;48;36;Arkansas;S;Purple;Fall;Next Day Air;Cash;Quarterly
1086;25;Male;Jewelry;Accessories;10/12/2029;23;85;Utah;M;Turquoise;Winter;Store Pickup;Venmo;Fortnightly
1087;53;Male;Sunglasses;Accessories;12/12/2029;27;62;Alaska;M;Olive;Winter;Free Shipping;PayPal;Bi-Weekly
1088;45;Male;Jeans;Clothing;14/12/2029;7;71;West Virginia;S;White;Winter;Next Day Air;Bank Transfer;Monthly
1089;49;Male;Pants;Clothing;16/12/2029;2;21;Louisiana;M;Turquoise;Winter;Free Shipping;PayPal;Weekly
1090;40;Male;Backpack;Accessories;18/12/2029;33;61;Arizona;M;Silver;Spring;Next Day Air;PayPal;Bi-Weekly
1091;38;Male;Scarf;Accessories;20/12/2029;27;58;Connecticut;M;Violet;Spring;Store Pickup;Cash;Fortnightly
1092;44;Male;Sweater;Clothing;22/12/2029;6;80;North Carolina;L;Lavender;Spring;Store Pickup;Credit Card;Fortnightly
1093;68;Male;Jewelry;Accessories;24/12/2029;20;50;South Dakota;L;Magenta;Spring;2-Day Shipping;Venmo;Quarterly
1094;60;Male;Sneakers;Footwear;26/12/2029;46;48;Delaware;S;Indigo;Winter;2-Day Shipping;Venmo;Every 3 Months
1095;25;Male;Jewelry;Accessories;28/12/2029;25;40;Connecticut;M;Black;Winter;Next Day Air;Cash;Quarterly
1096;19;Male;Coat;Outerwear;30/12/2029;30;34;Tennessee;S;Peach;Summer;Free Shipping;Bank Transfer;Quarterly
1097;57;Male;Coat;Outerwear;01/01/2030;48;46;New Hampshire;S;Beige;Fall;Standard;Credit Card;Annually
1098;58;Male;Sunglasses;Accessories;03/01/2030;47;27;Vermont;M;Black;Summer;Store Pickup;Bank Transfer;Weekly
1099;49;Male;Handbag;Accessories;05/01/2030;27;98;Idaho;S;Turquoise;Spring;Next Day Air;Credit Card;Weekly
1100;19;Male;Sweater;Clothing;07/01/2030;45;73;North Carolina;M;Peach;Fall;Next Day Air;Bank Transfer;Fortnightly
1101;50;Male;Pants;Clothing;09/01/2030;2;28;Nevada;L;Gold;Spring;Express;Credit Card;Weekly
1102;30;Male;Gloves;Accessories;11/01/2030;39;76;Delaware;XL;Silver;Fall;Free Shipping;Cash;Fortnightly
1103;52;Male;Sweater;Clothing;13/01/2030;24;83;Texas;M;Peach;Fall;Express;Cash;Fortnightly
1104;35;Male;Hoodie;Clothing;15/01/2030;8;23;Tennessee;S;Charcoal;Spring;Free Shipping;Debit Card;Bi-Weekly
1105;35;Male;Hat;Accessories;17/01/2030;8;28;Delaware;M;Beige;Fall;Express;Bank Transfer;Quarterly
1106;33;Male;T-shirt;Clothing;19/01/2030;6;83;Massachusetts;S;Olive;Spring;Next Day Air;Venmo;Every 3 Months
1107;52;Male;Skirt;Clothing;21/01/2030;12;96;Minnesota;L;Violet;Winter;Store Pickup;Venmo;Fortnightly
1108;69;Male;Sneakers;Footwear;23/01/2030;26;62;Texas;M;Peach;Fall;Store Pickup;Bank Transfer;Weekly
1109;27;Male;Shorts;Clothing;25/01/2030;50;25;Nebraska;M;Teal;Fall;Standard;Cash;Fortnightly
1110;66;Male;Hoodie;Clothing;27/01/2030;2;97;Oklahoma;L;Violet;Winter;Next Day Air;Venmo;Weekly
1111;28;Male;Hoodie;Clothing;29/01/2030;31;61;Texas;L;Cyan;Fall;Standard;Cash;Bi-Weekly
1112;22;Male;Shoes;Footwear;31/01/2030;4;66;New York;S;Olive;Summer;Next Day Air;Credit Card;Bi-Weekly
1113;69;Male;Hoodie;Clothing;02/02/2030;32;67;Washington;XL;Pink;Spring;Free Shipping;PayPal;Quarterly
1114;28;Male;Sunglasses;Accessories;04/02/2030;11;80;Maryland;M;Purple;Summer;Next Day Air;PayPal;Bi-Weekly
1115;55;Male;Skirt;Clothing;06/02/2030;47;25;New Hampshire;L;Violet;Fall;Next Day Air;Bank Transfer;Every 3 Months
1116;30;Male;Hat;Accessories;08/02/2030;37;58;New York;S;Peach;Fall;2-Day Shipping;Cash;Weekly
1117;67;Male;Backpack;Accessories;10/02/2030;39;96;Hawaii;M;Charcoal;Winter;Express;PayPal;Fortnightly
1118;25;Male;Sunglasses;Accessories;12/02/2030;24;77;California;L;Lavender;Spring;Store Pickup;Credit Card;Monthly
1119;49;Male;Belt;Accessories;14/02/2030;11;65;Indiana;M;Purple;Summer;Standard;PayPal;Every 3 Months
1120;34;Male;Jewelry;Accessories;16/02/2030;36;36;Louisiana;M;Indigo;Spring;Standard;Credit Card;Weekly
1121;22;Male;Sneakers;Footwear;18/02/2030;40;84;Pennsylvania;M;Magenta;Winter;Next Day Air;Debit Card;Monthly
1122;63;Male;T-shirt;Clothing;20/02/2030;25;58;Florida;XL;Peach;Fall;Express;Cash;Quarterly
1123;70;Male;Handbag;Accessories;22/02/2030;12;62;North Carolina;S;Charcoal;Spring;2-Day Shipping;Credit Card;Annually
1124;36;Male;Hat;Accessories;24/02/2030;38;67;Massachusetts;S;Purple;Fall;Store Pickup;Cash;Monthly
1125;42;Male;Sweater;Clothing;26/02/2030;40;20;Iowa;M;Orange;Spring;Express;Cash;Quarterly
1126;27;Male;Sandals;Footwear;28/02/2030;10;90;North Dakota;M;Lavender;Summer;2-Day Shipping;Bank Transfer;Weekly
1127;23;Male;Scarf;Accessories;02/03/2030;47;58;Iowa;L;Beige;Winter;Standard;Venmo;Fortnightly
1128;50;Male;Shirt;Clothing;04/03/2030;22;53;Delaware;XL;Maroon;Spring;Store Pickup;Debit Card;Monthly
1129;56;Male;Gloves;Accessories;06/03/2030;35;30;New York;L;Charcoal;Winter;Next Day Air;Debit Card;Monthly
1130;37;Male;Hoodie;Clothing;08/03/2030;46;65;New Hampshire;XL;White;Winter;Express;Venmo;Fortnightly
1131;67;Male;Jewelry;Accessories;10/03/2030;30;41;Kentucky;M;Lavender;Summer;Standard;PayPal;Bi-Weekly
1132;67;Male;Shirt;Clothing;12/03/2030;20;73;Illinois;M;Black;Spring;Express;Bank Transfer;Monthly
1133;50;Male;Hoodie;Clothing;14/03/2030;25;98;North Carolina;S;Teal;Spring;Store Pickup;Cash;Fortnightly
1134;36;Male;Shoes;Footwear;16/03/2030;29;36;Connecticut;XL;Magenta;Winter;2-Day Shipping;Cash;Weekly
1135;62;Male;T-shirt;Clothing;18/03/2030;2;81;Wisconsin;M;Brown;Summer;Express;Venmo;Every 3 Months
1136;65;Male;Skirt;Clothing;20/03/2030;32;90;Massachusetts;L;Peach;Winter;2-Day Shipping;Bank Transfer;Quarterly
1137;23;Male;Handbag;Accessories;22/03/2030;37;83;Illinois;S;Cyan;Summer;Free Shipping;Cash;Monthly
1138;46;Male;Shirt;Clothing;24/03/2030;16;91;New Mexico;XL;Pink;Winter;2-Day Shipping;Bank Transfer;Every 3 Months
1139;18;Male;Pants;Clothing;26/03/2030;32;36;Iowa;M;Purple;Summer;Express;Venmo;Fortnightly
1140;58;Male;Coat;Outerwear;28/03/2030;42;53;Alabama;L;Purple;Spring;Standard;Debit Card;Bi-Weekly
1141;31;Male;Jeans;Clothing;30/03/2030;6;39;Maryland;M;White;Winter;Store Pickup;Credit Card;Every 3 Months
1142;39;Male;Gloves;Accessories;01/04/2030;23;33;Ohio;S;Silver;Winter;Next Day Air;PayPal;Fortnightly
1143;69;Male;T-shirt;Clothing;03/04/2030;27;76;Ohio;L;Green;Spring;Store Pickup;Venmo;Bi-Weekly
1144;68;Male;Boots;Footwear;05/04/2030;43;23;Nevada;L;Teal;Winter;Standard;PayPal;Quarterly
1145;41;Male;Jeans;Clothing;07/04/2030;25;54;South Carolina;S;Indigo;Fall;2-Day Shipping;Bank Transfer;Fortnightly
1146;31;Male;Sneakers;Footwear;09/04/2030;30;89;Nevada;L;Pink;Summer;Express;Cash;Every 3 Months
1147;48;Male;Sneakers;Footwear;11/04/2030;7;38;Wisconsin;M;Indigo;Summer;Standard;Bank Transfer;Every 3 Months
1148;59;Male;Hat;Accessories;13/04/2030;17;36;Tennessee;XL;Red;Winter;Next Day Air;Debit Card;Annually
1149;34;Male;Pants;Clothing;15/04/2030;10;66;Florida;M;Violet;Spring;Store Pickup;PayPal;Fortnightly
1150;21;Male;Jewelry;Accessories;17/04/2030;40;42;Georgia;L;Cyan;Spring;Store Pickup;Venmo;Annually
1151;29;Male;Jewelry;Accessories;19/04/2030;50;36;Kentucky;S;Red;Winter;Next Day Air;Venmo;Bi-Weekly
1152;41;Male;Blouse;Clothing;21/04/2030;24;86;Ohio;M;Gray;Spring;Express;Credit Card;Weekly
1153;62;Male;Handbag;Accessories;23/04/2030;8;49;Connecticut;M;Gold;Fall;Standard;PayPal;Every 3 Months
1154;27;Male;Shirt;Clothing;25/04/2030;6;41;Idaho;M;Pink;Summer;Free Shipping;Bank Transfer;Quarterly
1155;49;Male;Dress;Clothing;27/04/2030;44;82;Georgia;L;Cyan;Spring;2-Day Shipping;Credit Card;Bi-Weekly
1156;67;Male;T-shirt;Clothing;29/04/2030;47;53;Tennessee;S;Red;Fall;Express;PayPal;Quarterly
1157;20;Male;Shoes;Footwear;01/05/2030;6;21;Hawaii;M;Gold;Summer;Express;Venmo;Every 3 Months
1158;37;Male;Belt;Accessories;03/05/2030;11;66;Maryland;M;Charcoal;Fall;Standard;Cash;Quarterly
1159;69;Male;Belt;Accessories;05/05/2030;41;89;Nevada;L;Orange;Summer;2-Day Shipping;Bank Transfer;Annually
1160;66;Male;Handbag;Accessories;07/05/2030;46;55;New Hampshire;L;Blue;Fall;2-Day Shipping;Venmo;Every 3 Months
1161;37;Male;Scarf;Accessories;09/05/2030;9;42;North Dakota;S;Blue;Summer;Next Day Air;Venmo;Bi-Weekly
1162;63;Male;Shorts;Clothing;11/05/2030;37;52;Oklahoma;S;Orange;Fall;2-Day Shipping;PayPal;Monthly
1163;47;Male;Sandals;Footwear;13/05/2030;13;92;North Carolina;M;Blue;Winter;Express;PayPal;Weekly
1164;26;Male;Pants;Clothing;15/05/2030;24;56;Tennessee;L;White;Summer;2-Day Shipping;Debit Card;Monthly
1165;68;Male;Dress;Clothing;17/05/2030;47;96;Montana;M;Green;Winter;Standard;PayPal;Quarterly
1166;51;Male;T-shirt;Clothing;19/05/2030;21;64;Wisconsin;M;Silver;Winter;Next Day Air;Venmo;Every 3 Months
1167;48;Male;Dress;Clothing;21/05/2030;22;48;Connecticut;S;Lavender;Winter;Store Pickup;Venmo;Fortnightly
1168;60;Male;Socks;Clothing;23/05/2030;16;83;New Jersey;XL;Beige;Summer;Free Shipping;PayPal;Quarterly
1169;68;Male;Scarf;Accessories;25/05/2030;37;91;Mississippi;L;Violet;Summer;Standard;Debit Card;Fortnightly
1170;25;Male;Backpack;Accessories;27/05/2030;3;94;Wyoming;S;Gray;Fall;2-Day Shipping;Cash;Annually
1171;57;Male;Skirt;Clothing;29/05/2030;33;62;Illinois;S;Red;Spring;Express;Cash;Bi-Weekly
1172;41;Male;Socks;Clothing;31/05/2030;15;55;Louisiana;M;Lavender;Spring;Next Day Air;Debit Card;Annually
1173;59;Male;Coat;Outerwear;02/06/2030;42;68;Oregon;L;Peach;Spring;Store Pickup;Bank Transfer;Bi-Weekly
1174;44;Male;Jewelry;Accessories;04/06/2030;42;76;South Dakota;M;Indigo;Winter;Express;Cash;Bi-Weekly
1175;42;Male;Backpack;Accessories;06/06/2030;19;31;Michigan;M;Black;Winter;Express;Bank Transfer;Bi-Weekly
1176;35;Male;Belt;Accessories;08/06/2030;26;81;New Jersey;M;Beige;Spring;Store Pickup;PayPal;Quarterly
1177;36;Male;Dress;Clothing;10/06/2030;39;83;Oregon;M;Red;Winter;Free Shipping;PayPal;Quarterly
1178;54;Male;Skirt;Clothing;12/06/2030;24;21;Iowa;M;Black;Spring;Standard;Debit Card;Monthly
1179;37;Male;Dress;Clothing;14/06/2030;23;22;South Carolina;M;Teal;Spring;Express;Debit Card;Annually
1180;20;Male;T-shirt;Clothing;16/06/2030;44;33;Indiana;M;Blue;Summer;Free Shipping;Bank Transfer;Annually
1181;23;Male;Skirt;Clothing;18/06/2030;34;23;Oregon;S;Beige;Spring;Standard;Cash;Monthly
1182;61;Male;Shorts;Clothing;20/06/2030;43;96;New York;L;Teal;Summer;Free Shipping;Bank Transfer;Quarterly
1183;37;Male;Jewelry;Accessories;22/06/2030;45;21;New Mexico;M;Maroon;Spring;Express;PayPal;Quarterly
1184;23;Male;Pants;Clothing;24/06/2030;4;39;Louisiana;M;Yellow;Spring;2-Day Shipping;Credit Card;Weekly
1185;63;Male;Belt;Accessories;26/06/2030;19;73;South Carolina;S;Indigo;Fall;Express;Credit Card;Annually
1186;47;Male;Jeans;Clothing;28/06/2030;29;64;Maine;M;Magenta;Spring;Standard;Credit Card;Monthly
1187;63;Male;Jeans;Clothing;30/06/2030;27;68;Indiana;M;Beige;Summer;2-Day Shipping;Credit Card;Annually
1188;56;Male;Hat;Accessories;02/07/2030;37;89;Iowa;L;Maroon;Fall;Express;Credit Card;Every 3 Months
1189;68;Male;Blouse;Clothing;04/07/2030;11;29;Mississippi;M;Magenta;Summer;Next Day Air;Credit Card;Weekly
1190;64;Male;Shirt;Clothing;06/07/2030;28;97;Arkansas;XL;Teal;Summer;Free Shipping;Debit Card;Annually
1191;62;Male;Shirt;Clothing;08/07/2030;31;45;South Carolina;M;Orange;Winter;Next Day Air;Credit Card;Weekly
1192;34;Male;T-shirt;Clothing;10/07/2030;50;70;Indiana;L;Charcoal;Winter;Free Shipping;Venmo;Quarterly
1193;49;Male;Coat;Outerwear;12/07/2030;42;56;Florida;M;Turquoise;Summer;2-Day Shipping;Venmo;Quarterly
1194;40;Male;Jacket;Outerwear;14/07/2030;18;55;Alaska;L;Pink;Fall;2-Day Shipping;Credit Card;Fortnightly
1195;50;Male;Hoodie;Clothing;16/07/2030;6;46;New York;S;Teal;Winter;2-Day Shipping;Credit Card;Fortnightly
1196;25;Male;Scarf;Accessories;18/07/2030;33;95;Texas;M;White;Winter;2-Day Shipping;Venmo;Monthly
1197;30;Male;Belt;Accessories;20/07/2030;13;88;North Dakota;M;Maroon;Winter;2-Day Shipping;Bank Transfer;Bi-Weekly
1198;54;Male;Sneakers;Footwear;22/07/2030;26;92;Vermont;L;Violet;Fall;Standard;PayPal;Annually
1199;40;Male;Socks;Clothing;24/07/2030;17;49;New Jersey;M;Brown;Summer;2-Day Shipping;Cash;Annually
1200;49;Male;Sandals;Footwear;26/07/2030;3;89;Maryland;M;Indigo;Fall;Free Shipping;Debit Card;Weekly
1201;27;Male;Coat;Outerwear;28/07/2030;7;22;Connecticut;XL;Black;Winter;Store Pickup;PayPal;Weekly
1202;27;Male;Shoes;Footwear;30/07/2030;46;61;Illinois;XL;Black;Summer;2-Day Shipping;Venmo;Fortnightly
1203;48;Male;Scarf;Accessories;01/08/2030;14;29;Maryland;S;Olive;Spring;Standard;Venmo;Every 3 Months
1204;40;Male;Sneakers;Footwear;03/08/2030;23;82;Minnesota;M;Orange;Winter;Free Shipping;Bank Transfer;Annually
1205;67;Male;Belt;Accessories;05/08/2030;20;94;Florida;M;Pink;Spring;2-Day Shipping;Credit Card;Every 3 Months
1206;52;Male;Handbag;Accessories;07/08/2030;38;99;California;M;Olive;Spring;Standard;Bank Transfer;Fortnightly
1207;22;Male;Handbag;Accessories;09/08/2030;16;59;Mississippi;S;Cyan;Fall;Free Shipping;Venmo;Every 3 Months
1208;62;Male;Boots;Footwear;11/08/2030;48;90;Washington;M;White;Summer;Next Day Air;Credit Card;Every 3 Months
1209;20;Male;Boots;Footwear;13/08/2030;8;100;Wisconsin;S;Red;Winter;2-Day Shipping;Debit Card;Annually
1210;41;Male;Pants;Clothing;15/08/2030;16;62;Pennsylvania;M;Blue;Winter;Next Day Air;Bank Transfer;Monthly
1211;34;Male;Sunglasses;Accessories;17/08/2030;5;78;Missouri;M;Olive;Fall;Next Day Air;Cash;Quarterly
1212;23;Male;Hoodie;Clothing;19/08/2030;14;94;Oklahoma;M;Green;Spring;Store Pickup;Venmo;Every 3 Months
1213;32;Male;Shoes;Footwear;21/08/2030;18;74;Pennsylvania;M;Yellow;Summer;Free Shipping;Credit Card;Weekly
1214;68;Male;Handbag;Accessories;23/08/2030;14;52;Kentucky;XL;Black;Spring;Express;Debit Card;Every 3 Months
1215;30;Male;Jacket;Outerwear;25/08/2030;5;81;Vermont;M;Blue;Fall;Free Shipping;Cash;Every 3 Months
1216;66;Male;Blouse;Clothing;27/08/2030;15;20;Oregon;L;Pink;Winter;2-Day Shipping;Credit Card;Every 3 Months
1217;62;Male;Pants;Clothing;29/08/2030;3;32;Utah;XL;Lavender;Summer;Free Shipping;Venmo;Every 3 Months
1218;50;Male;Boots;Footwear;31/08/2030;12;63;Nebraska;XL;Cyan;Fall;Free Shipping;Cash;Every 3 Months
1219;55;Male;Boots;Footwear;02/09/2030;43;79;Pennsylvania;M;Cyan;Spring;Store Pickup;Cash;Every 3 Months
1220;19;Male;Sweater;Clothing;04/09/2030;35;23;Vermont;M;Gold;Winter;Next Day Air;Credit Card;Bi-Weekly
1221;67;Male;Gloves;Accessories;06/09/2030;36;64;Kentucky;M;Green;Winter;Express;Bank Transfer;Quarterly
1222;18;Male;Socks;Clothing;08/09/2030;3;69;Iowa;M;Red;Winter;Standard;Cash;Quarterly
1223;58;Male;Jeans;Clothing;10/09/2030;27;69;Indiana;L;Magenta;Fall;Store Pickup;Bank Transfer;Annually
1224;69;Male;Pants;Clothing;12/09/2030;21;24;Kansas;L;Red;Winter;Free Shipping;Bank Transfer;Weekly
1225;62;Male;Shorts;Clothing;14/09/2030;18;50;Illinois;M;Yellow;Summer;Store Pickup;Venmo;Weekly
1226;28;Male;Gloves;Accessories;16/09/2030;16;97;North Carolina;S;Turquoise;Fall;Free Shipping;Debit Card;Weekly
1227;53;Male;Sandals;Footwear;18/09/2030;18;91;Ohio;S;Cyan;Fall;Store Pickup;Venmo;Bi-Weekly
1228;27;Male;Blouse;Clothing;20/09/2030;19;37;Illinois;L;Yellow;Spring;Store Pickup;Bank Transfer;Bi-Weekly
1229;55;Male;Jacket;Outerwear;22/09/2030;1;55;Indiana;S;Yellow;Winter;Express;Cash;Annually
1230;34;Male;Jewelry;Accessories;24/09/2030;39;52;Kansas;XL;Maroon;Winter;Express;Bank Transfer;Annually
1231;25;Male;Hat;Accessories;26/09/2030;49;80;Illinois;L;Brown;Spring;Standard;Venmo;Monthly
1232;66;Male;Socks;Clothing;28/09/2030;43;79;Pennsylvania;M;Gold;Spring;2-Day Shipping;Credit Card;Fortnightly
1233;57;Male;Handbag;Accessories;30/09/2030;31;23;New York;M;Charcoal;Summer;Free Shipping;Debit Card;Every 3 Months
1234;46;Male;Pants;Clothing;02/10/2030;40;73;Utah;L;Beige;Winter;Next Day Air;Venmo;Every 3 Months
1235;38;Male;Gloves;Accessories;04/10/2030;2;99;New Jersey;M;Indigo;Fall;Store Pickup;Bank Transfer;Bi-Weekly
1236;23;Male;Sweater;Clothing;06/10/2030;46;22;Idaho;M;Red;Spring;Store Pickup;PayPal;Every 3 Months
1237;42;Male;Hat;Accessories;08/10/2030;35;68;New Mexico;M;White;Summer;Store Pickup;Debit Card;Every 3 Months
1238;25;Male;Dress;Clothing;10/10/2030;42;92;Michigan;S;Charcoal;Spring;2-Day Shipping;Credit Card;Quarterly
1239;55;Male;Pants;Clothing;12/10/2030;3;77;Wyoming;M;Violet;Winter;Express;Venmo;Fortnightly
1240;62;Male;Coat;Outerwear;14/10/2030;32;37;New Jersey;XL;Magenta;Spring;Standard;Debit Card;Every 3 Months
1241;41;Male;Scarf;Accessories;16/10/2030;48;79;New Jersey;L;White;Winter;Store Pickup;Debit Card;Annually
1242;58;Male;Hoodie;Clothing;18/10/2030;34;51;Hawaii;XL;Pink;Winter;Express;Credit Card;Weekly
1243;56;Male;Socks;Clothing;20/10/2030;15;27;Nevada;M;Lavender;Summer;Next Day Air;Bank Transfer;Quarterly
1244;25;Male;Blouse;Clothing;22/10/2030;22;23;New Hampshire;S;Pink;Spring;Store Pickup;Debit Card;Annually
1245;70;Male;Socks;Clothing;24/10/2030;2;76;Indiana;S;Silver;Summer;2-Day Shipping;Cash;Monthly
1246;42;Male;Dress;Clothing;26/10/2030;30;31;New York;M;Violet;Fall;Standard;Bank Transfer;Weekly
1247;27;Male;Hoodie;Clothing;28/10/2030;27;60;Louisiana;M;Charcoal;Winter;Standard;Cash;Monthly
1248;65;Male;T-shirt;Clothing;30/10/2030;18;99;Virginia;M;Charcoal;Spring;Express;Venmo;Bi-Weekly
1249;62;Male;Hat;Accessories;01/11/2030;8;37;Wisconsin;XL;Red;Winter;Free Shipping;Credit Card;Annually
1250;62;Male;Boots;Footwear;03/11/2030;48;50;Oregon;M;Peach;Winter;Express;Venmo;Fortnightly
1251;52;Male;Jeans;Clothing;05/11/2030;24;26;New Hampshire;XL;Purple;Winter;Free Shipping;Cash;Monthly
1252;56;Male;Shorts;Clothing;07/11/2030;43;86;Indiana;XL;Orange;Spring;Next Day Air;Credit Card;Monthly
1253;28;Male;Sandals;Footwear;09/11/2030;8;41;Massachusetts;L;Magenta;Fall;Standard;Cash;Quarterly
1254;39;Male;Sandals;Footwear;11/11/2030;49;23;Montana;XL;Red;Winter;Express;PayPal;Annually
1255;54;Male;Sneakers;Footwear;13/11/2030;2;56;California;XL;Black;Spring;2-Day Shipping;Credit Card;Bi-Weekly
1256;30;Male;Hat;Accessories;15/11/2030;38;68;Indiana;M;Peach;Fall;Standard;Cash;Fortnightly
1257;45;Male;Coat;Outerwear;17/11/2030;4;48;West Virginia;S;Olive;Winter;Express;Cash;Fortnightly
1258;68;Male;Dress;Clothing;19/11/2030;31;67;Minnesota;L;Gold;Spring;Free Shipping;Cash;Every 3 Months
1259;47;Male;Boots;Footwear;21/11/2030;34;87;Ohio;XL;Gold;Spring;2-Day Shipping;Debit Card;Every 3 Months
1260;68;Male;Skirt;Clothing;23/11/2030;45;64;Minnesota;M;Turquoise;Fall;Standard;Credit Card;Monthly
1261;63;Male;Shirt;Clothing;25/11/2030;30;93;Virginia;XL;Green;Spring;Store Pickup;Debit Card;Quarterly
1262;20;Male;Shirt;Clothing;27/11/2030;2;29;Connecticut;L;Maroon;Summer;Next Day Air;Credit Card;Fortnightly
1263;29;Male;Boots;Footwear;29/11/2030;44;62;Tennessee;L;Brown;Winter;Store Pickup;Venmo;Monthly
1264;41;Male;Hoodie;Clothing;01/12/2030;1;70;Delaware;L;Brown;Winter;2-Day Shipping;Credit Card;Bi-Weekly
1265;52;Male;Sweater;Clothing;03/12/2030;1;92;Vermont;S;Blue;Winter;Next Day Air;Venmo;Bi-Weekly
1266;32;Male;Shirt;Clothing;05/12/2030;27;79;Louisiana;M;Lavender;Spring;Next Day Air;Bank Transfer;Weekly
1267;20;Male;Blouse;Clothing;07/12/2030;14;31;North Dakota;M;Peach;Fall;Standard;Debit Card;Every 3 Months
1268;47;Male;T-shirt;Clothing;09/12/2030;41;83;Oregon;S;Gray;Spring;Standard;Cash;Weekly
1269;23;Male;Jacket;Outerwear;11/12/2030;25;88;Idaho;XL;Charcoal;Winter;Next Day Air;Debit Card;Bi-Weekly
1270;43;Male;Jewelry;Accessories;13/12/2030;47;53;Vermont;M;Lavender;Spring;Standard;PayPal;Quarterly
1271;67;Male;Hoodie;Clothing;15/12/2030;20;98;West Virginia;M;Green;Fall;Standard;Cash;Annually
1272;70;Male;Jewelry;Accessories;17/12/2030;42;57;Kentucky;S;Gray;Spring;Store Pickup;PayPal;Annually
1273;35;Male;Sandals;Footwear;19/12/2030;16;80;Wisconsin;M;Orange;Winter;Express;Bank Transfer;Monthly
1274;41;Male;Jeans;Clothing;21/12/2030;32;29;Mississippi;L;Silver;Spring;Next Day Air;Credit Card;Every 3 Months
1275;54;Male;Hat;Accessories;23/12/2030;37;73;Missouri;M;Olive;Spring;2-Day Shipping;PayPal;Quarterly
1276;55;Male;Sweater;Clothing;25/12/2030;1;32;Arkansas;S;Turquoise;Fall;Standard;PayPal;Monthly
